lang	kind	key	value
asl_gloss	ENGLISH_LIKE	outcome.notice.timeUpGameOver	TIME-UP. GAME OVER.
asl_gloss	ENGLISH_LIKE	outcome.notice.retryGuide	TRY AGAIN DIFFERENT ROUTE.
asl_gloss	ENGLISH_LIKE	favorites.chapter.successSub	SUCCESS RUN SAVED LINE
asl_gloss	ENGLISH_LIKE	favorites.chapter.successTitle	SUCCESS
asl_gloss	ENGLISH_LIKE	favorites.chapter.successTpl1	SUCCESS SAVED LINE
asl_gloss	ENGLISH_LIKE	favorites.cover.badge	TREASURERUN FAVORITE
asl_gloss	ENGLISH_LIKE	favorites.cover.head	FAVORITE ARCHIVE
asl_gloss	ENGLISH_LIKE	favorites.empty.head	FAVORITE NONE-YET
asl_gloss	ENGLISH_LIKE	favorites.empty.noFav	FAVORITE SAVE NONE-YET.
asl_gloss	ENGLISH_LIKE	favorites.empty.saveHow	HOW SAVE FAVORITE
asl_gloss	ENGLISH_LIKE	favorites.title	FAVORITE
asl_gloss	ENGLISH_LIKE	favorites.toc.howtoShift	&7CROUCH + RIGHT-CLICK OPEN FAVORITE ARCHIVE
asl_gloss	ENGLISH_LIKE	favorites.auto.favorite_saved_sneak_rightcl_7a73eb4f	★ Favorite saved! (Sneak+RightClick)
asl_gloss	ENGLISH_LIKE	commands.quotefavorite_book_success_o_afe31501	/quoteFavorite book success    - open SUCCESS chapter
asl_gloss	ENGLISH_LIKE	commands.success_normal_en_the_obstac_b627a544	【SUCCESS / Normal / en】\nThe obstacle is the way.
asl_gloss	ENGLISH_LIKE	commands.time_up_bc0cd646	TIME UP
asl_gloss	ENGLISH_LIKE	ui.menu.book.fallbackTitle	TREASURE-RUN RULES
asl_gloss	ENGLISH_LIKE	ui.menu.legacy.toc.message	===== TreasureRun Menu =====\nOpen the rule book from your hotbar to read the rules.
asl_gloss	ENGLISH_LIKE	ui.menu.page.contents.rulesItem	1) Rules
asl_gloss	ENGLISH_LIKE	ui.menu.page.contents.savedOn	Saved on SUCCESS / TIME_UP
asl_gloss	ENGLISH_LIKE	ui.menu.page.contents.tipsItem	2) Tips
asl_gloss	ENGLISH_LIKE	ui.menu.page.note.bookFormat	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
asl_gloss	ENGLISH_LIKE	ui.quote.intro.tabsTitle	TABS
asl_gloss	ENGLISH_LIKE	ui.quote.legend.success	= Success / Cleared
asl_gloss	ENGLISH_LIKE	ui.quote.legend.timeUp	= Time up
asl_gloss	ENGLISH_LIKE	ui.labels.tab.success	SUCCESS
asl_gloss	ENGLISH_LIKE	ui.labels.outcome.success	SUCCESS
asl_gloss	ENGLISH_LIKE	ui.labels.outcome.timeUp	TIME UP
asl_gloss	ENGLISH_LIKE	ui.labels.page	Page {current}/{total}
asl_gloss	ENGLISH_LIKE	ui.labels.tabs	Tabs
asl_gloss	JP_CJK_LIKE	game.auto.backup_cfe9e6cf	🌊 Backup 海探索で海を検出しました
asl_gloss	JP_CJK_LIKE	game.auto.text_e096c9a4	&6特製エメラルド
asl_gloss	JP_CJK_LIKE	game.auto.dj_onalltreasurescollected_a871afdd	DJイベントはすでに実行中のため、onAllTreasuresCollected をスキップしました。
asl_gloss	JP_CJK_LIKE	game.auto.text_cc353737	全ての宝物を発見しました！
asl_gloss	JP_CJK_LIKE	game.auto.congratulations_38fd1594	§6Congratulations! 全ての宝物を見つけました！
asl_gloss	JP_CJK_LIKE	commands.text_2bf42ec8	このコマンドはプレイヤーのみが実行できます。
asl_gloss	JP_CJK_LIKE	commands.text_2bf42ec8_18	このコマンドはプレイヤーのみが実行できます。
asl_gloss	JP_CJK_LIKE	commands.3_3d5021f7	スペシャルエメラルドの作成には、ダイヤモンドが3個必要です。
asl_gloss	JP_CJK_LIKE	commands.text_e096c9a4	&6特製エメラルド
asl_gloss	JP_CJK_LIKE	commands.3_71b78a44	ダイヤモンド3個でスペシャルエメラルドを作成しました！
asl_gloss	JP_CJK_LIKE	commands.text_3030fd61	プレイヤーのみ実行できます
asl_gloss	JP_CJK_LIKE	commands.op_10caf0f6	権限がありません（OP限定）
asl_gloss	JP_CJK_LIKE	commands.rank_1_2_3_demo_d87f40da	使い方: /rank <1|2|3|demo>
asl_gloss	JP_CJK_LIKE	commands.rank_1_2_3_demo_4f3e3084	数字で入力してください: /rank <1|2|3|demo>
asl_gloss	JP_CJK_LIKE	commands.1_3_rank_1_2_3_7f459bd0	1〜3だけ使えます: /rank <1|2|3>
asl_gloss	JP_CJK_LIKE	commands.db_e5d54fbd	の演出だけ発動しました（ランキング/DBは変更なし）
asl_gloss	JP_CJK_LIKE	commands.text_bed3daf7	このコマンドはプレイヤーのみ実行できます。
asl_gloss	JP_CJK_LIKE	commands.treasurerun_bcef4fe9	[TreasureRun] ステージ管理が初期化されていません。
asl_gloss	JP_CJK_LIKE	commands.text_287fa0f1	個の難易度ブロックを片付けました。
asl_gloss	JP_CJK_LIKE	commands.text_44a99db9	このコマンドはプレイヤーからのみ実行できます。
asl_gloss	JP_CJK_LIKE	commands.text_fd02f248	制限時間:
asl_gloss	JP_CJK_LIKE	commands.text_f166cc04	§a宝探しゲーム開始！ 難易度:
asl_gloss	JP_CJK_LIKE	commands.text_2281b097	個のチェストを生成しました。宝物は
asl_gloss	JP_CJK_LIKE	items.text_7567bb35	特製エメラルドのレシピを登録しました。
asl_gloss	JP_CJK_LIKE	items.text_7a04254b	&e特製リンゴ
asl_gloss	JP_CJK_LIKE	items.text_e8d4013d	特製リンゴのレシピを登録しました。
asl_gloss	JP_CJK_LIKE	items.text_e42912c7	&7特製鉄ブロック
asl_gloss	JP_CJK_LIKE	items.text_c89dea57	特製鉄ブロックのレシピを登録しました。
de	ENGLISH_LIKE	commands.quotefavorite_book_success_o_afe31501	/quoteFavorite book success    - open SUCCESS chapter
de	ENGLISH_LIKE	commands.success_normal_en_the_obstac_b627a544	【SUCCESS / Normal / en】\nThe obstacle is the way.
de	ENGLISH_LIKE	commands.time_up_bc0cd646	TIME UP
de	ENGLISH_LIKE	ui.menu.legacy.toc.message	===== TreasureRun-Menü =====\nOpen the rule book from your hotbar to read the rules.
de	ENGLISH_LIKE	ui.menu.page.contents.savedOn	Gespeichert bei SUCCESS / TIME_UP
de	ENGLISH_LIKE	ui.menu.page.note.bookFormat	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
de	ENGLISH_LIKE	ui.quote.intro.tabsTitle	Tabs
de	ENGLISH_LIKE	ui.quote.legend.success	= Success / Cleared
de	ENGLISH_LIKE	ui.quote.legend.timeUp	= Time up
de	ENGLISH_LIKE	ui.labels.outcome.success	SUCCESS
de	ENGLISH_LIKE	ui.labels.outcome.timeUp	TIME UP
en	ENGLISH_LIKE	outcome.notice.timeUpGameOver	Time is up. Game over.
en	ENGLISH_LIKE	outcome.notice.retryGuide	Try again using a different route.
en	ENGLISH_LIKE	favorites.chapter.successTitle	Success
en	ENGLISH_LIKE	favorites.chapter.successTpl1	Saved success lines
en	ENGLISH_LIKE	favorites.chapter.timeupTitle	Time Up
en	ENGLISH_LIKE	favorites.auto.favorite_saved_sneak_rightcl_7a73eb4f	★ Favorite saved! (Sneak+RightClick)
en	ENGLISH_LIKE	commands.quotefavorite_book_success_o_afe31501	/quoteFavorite book success    - open SUCCESS chapter
en	ENGLISH_LIKE	commands.success_normal_en_the_obstac_b627a544	【SUCCESS / Normal / en】\nThe obstacle is the way.
en	ENGLISH_LIKE	commands.time_up_bc0cd646	TIME UP
en	ENGLISH_LIKE	ui.menu.book.fallbackTitle	TreasureRun Rules
en	ENGLISH_LIKE	ui.menu.legacy.toc.message	===== TreasureRun Menu =====\nOpen the rule book from your hotbar to read the rules.
en	ENGLISH_LIKE	ui.menu.page.contents.rulesItem	1) Rules
en	ENGLISH_LIKE	ui.menu.page.contents.savedOn	Saved on SUCCESS / TIME_UP
en	ENGLISH_LIKE	ui.menu.page.contents.tipsItem	2) Tips
en	ENGLISH_LIKE	ui.menu.page.note.bookFormat	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
en	ENGLISH_LIKE	ui.quote.intro.tabsTitle	Tabs
en	ENGLISH_LIKE	ui.quote.legend.success	= Success / Cleared
en	ENGLISH_LIKE	ui.quote.legend.timeUp	= Time up
en	ENGLISH_LIKE	ui.labels.tab.success	SUCCESS
en	ENGLISH_LIKE	ui.labels.tab.timeUp	TIME UP
en	ENGLISH_LIKE	ui.labels.outcome.success	SUCCESS
en	ENGLISH_LIKE	ui.labels.outcome.timeUp	TIME UP
en	ENGLISH_LIKE	ui.labels.page	Page {current}/{total}
en	ENGLISH_LIKE	ui.labels.tabs	Tabs
en	JP_CJK_LIKE	game.auto.backup_cfe9e6cf	🌊 Backup 海探索で海を検出しました
en	JP_CJK_LIKE	game.auto.text_e096c9a4	&6特製エメラルド
en	JP_CJK_LIKE	game.auto.dj_onalltreasurescollected_a871afdd	DJイベントはすでに実行中のため、onAllTreasuresCollected をスキップしました。
en	JP_CJK_LIKE	game.auto.text_cc353737	全ての宝物を発見しました！
en	JP_CJK_LIKE	game.auto.congratulations_38fd1594	§6Congratulations! 全ての宝物を見つけました！
en	JP_CJK_LIKE	commands.text_2bf42ec8	このコマンドはプレイヤーのみが実行できます。
en	JP_CJK_LIKE	commands.text_2bf42ec8_18	このコマンドはプレイヤーのみが実行できます。
en	JP_CJK_LIKE	commands.3_3d5021f7	スペシャルエメラルドの作成には、ダイヤモンドが3個必要です。
en	JP_CJK_LIKE	commands.text_e096c9a4	&6特製エメラルド
en	JP_CJK_LIKE	commands.3_71b78a44	ダイヤモンド3個でスペシャルエメラルドを作成しました！
en	JP_CJK_LIKE	commands.text_3030fd61	プレイヤーのみ実行できます
en	JP_CJK_LIKE	commands.op_10caf0f6	権限がありません（OP限定）
en	JP_CJK_LIKE	commands.rank_1_2_3_demo_d87f40da	使い方: /rank <1|2|3|demo>
en	JP_CJK_LIKE	commands.rank_1_2_3_demo_4f3e3084	数字で入力してください: /rank <1|2|3|demo>
en	JP_CJK_LIKE	commands.1_3_rank_1_2_3_7f459bd0	1〜3だけ使えます: /rank <1|2|3>
en	JP_CJK_LIKE	commands.db_e5d54fbd	の演出だけ発動しました（ランキング/DBは変更なし）
en	JP_CJK_LIKE	commands.text_bed3daf7	このコマンドはプレイヤーのみ実行できます。
en	JP_CJK_LIKE	commands.treasurerun_bcef4fe9	[TreasureRun] ステージ管理が初期化されていません。
en	JP_CJK_LIKE	commands.text_287fa0f1	個の難易度ブロックを片付けました。
en	JP_CJK_LIKE	commands.text_44a99db9	このコマンドはプレイヤーからのみ実行できます。
en	JP_CJK_LIKE	commands.text_fd02f248	制限時間:
en	JP_CJK_LIKE	commands.text_f166cc04	§a宝探しゲーム開始！ 難易度:
en	JP_CJK_LIKE	commands.text_2281b097	個のチェストを生成しました。宝物は
en	JP_CJK_LIKE	items.text_7567bb35	特製エメラルドのレシピを登録しました。
en	JP_CJK_LIKE	items.text_7a04254b	&e特製リンゴ
en	JP_CJK_LIKE	items.text_e8d4013d	特製リンゴのレシピを登録しました。
en	JP_CJK_LIKE	items.text_e42912c7	&7特製鉄ブロック
en	JP_CJK_LIKE	items.text_c89dea57	特製鉄ブロックのレシピを登録しました。
es	ENGLISH_LIKE	favorites.auto.favorite_saved_sneak_rightcl_7a73eb4f	★ Favorite saved! (Sneak+RightClick)
es	ENGLISH_LIKE	commands.quotefavorite_book_success_o_afe31501	/quoteFavorite book success    - open SUCCESS chapter
es	ENGLISH_LIKE	commands.success_normal_en_the_obstac_b627a544	【SUCCESS / Normal / en】\nThe obstacle is the way.
es	ENGLISH_LIKE	commands.time_up_bc0cd646	TIME UP
es	ENGLISH_LIKE	ui.menu.legacy.toc.message	===== TreasureRun Menu =====\nOpen the rule book from your hotbar to read the rules.
es	ENGLISH_LIKE	ui.menu.page.contents.rulesItem	1) Rules
es	ENGLISH_LIKE	ui.menu.page.contents.savedOn	Saved on SUCCESS / TIME_UP
es	ENGLISH_LIKE	ui.menu.page.contents.tipsItem	2) Tips
es	ENGLISH_LIKE	ui.menu.page.note.bookFormat	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
es	ENGLISH_LIKE	ui.quote.legend.success	= Success / Cleared
es	ENGLISH_LIKE	ui.quote.legend.timeUp	= Time up
es	ENGLISH_LIKE	ui.labels.outcome.success	SUCCESS
es	ENGLISH_LIKE	ui.labels.outcome.timeUp	TIME UP
es	ENGLISH_LIKE	ui.labels.page	Page {current}/{total}
es	ENGLISH_LIKE	ui.labels.tabs	Tabs
es	JP_CJK_LIKE	game.auto.backup_cfe9e6cf	🌊 Backup 海探索で海を検出しました
es	JP_CJK_LIKE	game.auto.text_e096c9a4	&6特製エメラルド
es	JP_CJK_LIKE	game.auto.dj_onalltreasurescollected_a871afdd	DJイベントはすでに実行中のため、onAllTreasuresCollected をスキップしました。
es	JP_CJK_LIKE	game.auto.text_cc353737	全ての宝物を発見しました！
es	JP_CJK_LIKE	game.auto.congratulations_38fd1594	§6Congratulations! 全ての宝物を見つけました！
es	JP_CJK_LIKE	commands.text_2bf42ec8	このコマンドはプレイヤーのみが実行できます。
es	JP_CJK_LIKE	commands.text_2bf42ec8_18	このコマンドはプレイヤーのみが実行できます。
es	JP_CJK_LIKE	commands.3_3d5021f7	スペシャルエメラルドの作成には、ダイヤモンドが3個必要です。
es	JP_CJK_LIKE	commands.text_e096c9a4	&6特製エメラルド
es	JP_CJK_LIKE	commands.3_71b78a44	ダイヤモンド3個でスペシャルエメラルドを作成しました！
es	JP_CJK_LIKE	commands.text_3030fd61	プレイヤーのみ実行できます
es	JP_CJK_LIKE	commands.op_10caf0f6	権限がありません（OP限定）
es	JP_CJK_LIKE	commands.rank_1_2_3_demo_d87f40da	使い方: /rank <1|2|3|demo>
es	JP_CJK_LIKE	commands.rank_1_2_3_demo_4f3e3084	数字で入力してください: /rank <1|2|3|demo>
es	JP_CJK_LIKE	commands.1_3_rank_1_2_3_7f459bd0	1〜3だけ使えます: /rank <1|2|3>
es	JP_CJK_LIKE	commands.db_e5d54fbd	の演出だけ発動しました（ランキング/DBは変更なし）
es	JP_CJK_LIKE	commands.text_bed3daf7	このコマンドはプレイヤーのみ実行できます。
es	JP_CJK_LIKE	commands.treasurerun_bcef4fe9	[TreasureRun] ステージ管理が初期化されていません。
es	JP_CJK_LIKE	commands.text_287fa0f1	個の難易度ブロックを片付けました。
es	JP_CJK_LIKE	commands.text_44a99db9	このコマンドはプレイヤーからのみ実行できます。
es	JP_CJK_LIKE	commands.text_fd02f248	制限時間:
es	JP_CJK_LIKE	commands.text_f166cc04	§a宝探しゲーム開始！ 難易度:
es	JP_CJK_LIKE	commands.text_2281b097	個のチェストを生成しました。宝物は
es	JP_CJK_LIKE	items.text_7567bb35	特製エメラルドのレシピを登録しました。
es	JP_CJK_LIKE	items.text_7a04254b	&e特製リンゴ
es	JP_CJK_LIKE	items.text_e8d4013d	特製リンゴのレシピを登録しました。
es	JP_CJK_LIKE	items.text_e42912c7	&7特製鉄ブロック
es	JP_CJK_LIKE	items.text_c89dea57	特製鉄ブロックのレシピを登録しました。
fi	ENGLISH_LIKE	favorites.auto.favorite_saved_sneak_rightcl_7a73eb4f	★ Favorite saved! (Sneak+RightClick)
fi	ENGLISH_LIKE	commands.quotefavorite_book_success_o_afe31501	/quoteFavorite book success    - open SUCCESS chapter
fi	ENGLISH_LIKE	commands.success_normal_en_the_obstac_b627a544	【SUCCESS / Normal / en】\nThe obstacle is the way.
fi	ENGLISH_LIKE	commands.time_up_bc0cd646	TIME UP
fi	ENGLISH_LIKE	ui.menu.legacy.toc.message	===== TreasureRun Menu =====\nOpen the rule book from your hotbar to read the rules.
fi	ENGLISH_LIKE	ui.menu.page.contents.rulesItem	1) Rules
fi	ENGLISH_LIKE	ui.menu.page.contents.savedOn	Saved on SUCCESS / TIME_UP
fi	ENGLISH_LIKE	ui.menu.page.contents.tipsItem	2) Tips
fi	ENGLISH_LIKE	ui.menu.page.note.bookFormat	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
fi	ENGLISH_LIKE	ui.quote.legend.success	= Success / Cleared
fi	ENGLISH_LIKE	ui.quote.legend.timeUp	= Time up
fi	ENGLISH_LIKE	ui.labels.outcome.success	SUCCESS
fi	ENGLISH_LIKE	ui.labels.outcome.timeUp	TIME UP
fi	ENGLISH_LIKE	ui.labels.page	Page {current}/{total}
fi	ENGLISH_LIKE	ui.labels.tabs	Tabs
fi	JP_CJK_LIKE	game.auto.backup_cfe9e6cf	🌊 Backup 海探索で海を検出しました
fi	JP_CJK_LIKE	game.auto.text_e096c9a4	&6特製エメラルド
fi	JP_CJK_LIKE	game.auto.dj_onalltreasurescollected_a871afdd	DJイベントはすでに実行中のため、onAllTreasuresCollected をスキップしました。
fi	JP_CJK_LIKE	game.auto.text_cc353737	全ての宝物を発見しました！
fi	JP_CJK_LIKE	game.auto.congratulations_38fd1594	§6Congratulations! 全ての宝物を見つけました！
fi	JP_CJK_LIKE	commands.text_2bf42ec8	このコマンドはプレイヤーのみが実行できます。
fi	JP_CJK_LIKE	commands.text_2bf42ec8_18	このコマンドはプレイヤーのみが実行できます。
fi	JP_CJK_LIKE	commands.3_3d5021f7	スペシャルエメラルドの作成には、ダイヤモンドが3個必要です。
fi	JP_CJK_LIKE	commands.text_e096c9a4	&6特製エメラルド
fi	JP_CJK_LIKE	commands.3_71b78a44	ダイヤモンド3個でスペシャルエメラルドを作成しました！
fi	JP_CJK_LIKE	commands.text_3030fd61	プレイヤーのみ実行できます
fi	JP_CJK_LIKE	commands.op_10caf0f6	権限がありません（OP限定）
fi	JP_CJK_LIKE	commands.rank_1_2_3_demo_d87f40da	使い方: /rank <1|2|3|demo>
fi	JP_CJK_LIKE	commands.rank_1_2_3_demo_4f3e3084	数字で入力してください: /rank <1|2|3|demo>
fi	JP_CJK_LIKE	commands.1_3_rank_1_2_3_7f459bd0	1〜3だけ使えます: /rank <1|2|3>
fi	JP_CJK_LIKE	commands.db_e5d54fbd	の演出だけ発動しました（ランキング/DBは変更なし）
fi	JP_CJK_LIKE	commands.text_bed3daf7	このコマンドはプレイヤーのみ実行できます。
fi	JP_CJK_LIKE	commands.treasurerun_bcef4fe9	[TreasureRun] ステージ管理が初期化されていません。
fi	JP_CJK_LIKE	commands.text_287fa0f1	個の難易度ブロックを片付けました。
fi	JP_CJK_LIKE	commands.text_44a99db9	このコマンドはプレイヤーからのみ実行できます。
fi	JP_CJK_LIKE	commands.text_fd02f248	制限時間:
fi	JP_CJK_LIKE	commands.text_f166cc04	§a宝探しゲーム開始！ 難易度:
fi	JP_CJK_LIKE	commands.text_2281b097	個のチェストを生成しました。宝物は
fi	JP_CJK_LIKE	items.text_7567bb35	特製エメラルドのレシピを登録しました。
fi	JP_CJK_LIKE	items.text_7a04254b	&e特製リンゴ
fi	JP_CJK_LIKE	items.text_e8d4013d	特製リンゴのレシピを登録しました。
fi	JP_CJK_LIKE	items.text_e42912c7	&7特製鉄ブロック
fi	JP_CJK_LIKE	items.text_c89dea57	特製鉄ブロックのレシピを登録しました。
fr	ENGLISH_LIKE	favorites.auto.favorite_saved_sneak_rightcl_7a73eb4f	★ Favorite saved! (Sneak+RightClick)
fr	ENGLISH_LIKE	commands.quotefavorite_book_success_o_afe31501	/quoteFavorite book success    - open SUCCESS chapter
fr	ENGLISH_LIKE	commands.success_normal_en_the_obstac_b627a544	【SUCCESS / Normal / en】\nThe obstacle is the way.
fr	ENGLISH_LIKE	commands.time_up_bc0cd646	TIME UP
fr	ENGLISH_LIKE	ui.menu.legacy.toc.message	===== TreasureRun Menu =====\nOpen the rule book from your hotbar to read the rules.
fr	ENGLISH_LIKE	ui.menu.page.contents.rulesItem	1) Rules
fr	ENGLISH_LIKE	ui.menu.page.contents.savedOn	Saved on SUCCESS / TIME_UP
fr	ENGLISH_LIKE	ui.menu.page.contents.tipsItem	2) Tips
fr	ENGLISH_LIKE	ui.menu.page.note.bookFormat	Minecraft books cannot switch tabs by clicking, so sections are shown as pages.
fr	ENGLISH_LIKE	ui.quote.legend.success	= Success / Cleared
fr	ENGLISH_LIKE	ui.quote.legend.timeUp	= Time up
fr	ENGLISH_LIKE	ui.labels.outcome.success	SUCCESS
fr	ENGLISH_LIKE	ui.labels.outcome.timeUp	TIME UP
fr	ENGLISH_LIKE	ui.labels.page	Page {current}/{total}
fr	ENGLISH_LIKE	ui.labels.tabs	Tabs
fr	JP_CJK_LIKE	game.auto.backup_cfe9e6cf	🌊 Backup 海探索で海を検出しました
fr	JP_CJK_LIKE	game.auto.text_e096c9a4	&6特製エメラルド
fr	JP_CJK_LIKE	game.auto.dj_onalltreasurescollected_a871afdd	DJイベントはすでに実行中のため、onAllTreasuresCollected をスキップしました。
fr	JP_CJK_LIKE	game.auto.text_cc353737	全ての宝物を発見しました！
fr	JP_CJK_LIKE	game.auto.congratulations_38fd1594	§6Congratulations! 全ての宝物を見つけました！
fr	JP_CJK_LIKE	commands.text_2bf42ec8	このコマンドはプレイヤーのみが実行できます。
fr	JP_CJK_LIKE	commands.text_2bf42ec8_18	このコマンドはプレイヤーのみが実行できます。
fr	JP_CJK_LIKE	commands.3_3d5021f7	スペシャルエメラルドの作成には、ダイヤモンドが3個必要です。
fr	JP_CJK_LIKE	commands.text_e096c9a4	&6特製エメラルド
fr	JP_CJK_LIKE	commands.3_71b78a44	ダイヤモンド3個でスペシャルエメラルドを作成しました！
fr	JP_CJK_LIKE	commands.text_3030fd61	プレイヤーのみ実行できます
fr	JP_CJK_LIKE	commands.op_10caf0f6	権限がありません（OP限定）
